institution,retraction_count,median_citations,primary_country
Assiut General Hospital,2,5.0,Egypt
Lee-Ming Institute of Technology,2,0.0,Taiwan
Leeds Beckett University,2,6.5,Ethiopia
Leeds Dental Institute,2,13.0,United Kingdom
Astrakhan Institute of Civil Engineering,2,0.5,Kazakhstan
Asteria Horizon University (AHU),2,0.5,United States
Leeds Teaching Hospitals NHS Trust,2,92.5,Austria
Lianshui People's Hospital Affiliated to Kangda College of Nanjing Medical University,2,2.5,China
The Quzhou Affiliated Hospital of Wenzhou Medical University,2,9.0,China
The People’s Hospital of Kaizhou District,2,6.5,China
Ateneo de Manila University,2,2.5,Germany
Jingzhou Institute of Technology,2,1.5,China
The Open University of Shaanxi,2,15.0,China
The Affiliated Brain Hospital of Nanjing Medical University,2,6.0,China
Jinan People’s Hospital Affiliated to Shandong First Medical University,2,5.0,China
Jinan People’s Hospital,2,5.0,China
The Affiliated Beijing Anzhen Hospital of Capital Medical University,2,65.5,China
The People's Hospital of Zhengzhou University,2,15.0,China
Jinan Third People’s Hospital,2,1.5,China
Le Quy Don Technical University,2,2.5,Vietnam
Jinan Zhangqiu District Hospital of TCM,2,31.5,China
Jinan City People’s Hospital,2,26.0,China
Jincheng People’s Hospital,2,1.5,China
The People's Hospital of Leshan,2,3.5,China
The People's Hospital of Liaoning Province,2,14.5,China
Law School of Shanghai University of Finance and Economics,2,10.5,China
The Affiliated Changzhou Second People's Hospital of Nanjing Medical University,2,11.0,China
The Affiliated Changzhou No. 2 People’s Hospital of Nanjing Medical University,2,1.0,China
The People's Hospital of Henan Province,2,5.0,China
Jinan Fifth People’s Hospital,2,22.5,China
Jinan Engineering Vocational Technical College,2,3.0,China
The People's Hospital of Jianyang City,2,20.5,China
The People’s Hospital of Wuhai,2,29.0,China
Jinan Water & Waste Water Monitoring Center,2,0.0,China
Liaocheng Tumor's Hospital,2,11.5,China
Jiaozuo Normal College,2,8.0,China
Liaocheng Yucai School,2,3.5,China
The Second Affiliated Hospital of Baotou Medical College,2,8.5,China
Jiaozhou Central Hospital of Qingdao,2,18.5,China
Liaocheng Second People's Hospital,2,13.5,China
Lianyungang Normal College,2,3.5,China
Jiangxi Tumor Hospital,2,17.5,China
The 3rd Xiangya Hospital of Central South University,2,33.5,China
Jiangxi Science and Technique Normal University,2,0.5,China
Cancer Aid and Research Foundation,2,9.5,Canada
Jilin Institute of Architecture and Civil Engineering,2,0.0,China
Jiangxi University of Software Professional Technology,2,0.0,China
Aoyama Gakuin University,2,45.5,France
The 3rd Affiliated Teaching Hospital of Xinjiang Medical University (Affiliated Cancer Hospital),2,8.0,China
The 4th Hospital of Hebei Medical University,2,1.5,China
The Second Affiliated Hospital of Shaanxi University of Traditional Chinese Medicine,2,6.5,China
Canadian Diabetes Association Clinical Practice Guidelines Expert Committee,2,3.0,Canada
Jiangxi Vocational College of Finance and Economics,2,44.5,China
Jianhu Hospital Affiliated to Nantong University,2,14.5,China
Jianhu County People’s Hospital,2,6.0,China
The Second Affiliated Hospital of Shanxi Medical University,2,3.5,China
The Second Affiliated Hospital of Shenzhen University,2,0.5,China
Jiangxi University of TCM,2,33.5,Canada
The Prince Charles Hospital,2,3.0,Australia
The Princess Margaret Hospital,2,107.0,Canada
The Provincial Hospital Affiliated to Shandong First Medical University,2,72.0,China
Lewis and Clark College,2,16.5,United States
Jilin Province Economic Management Cadre College,2,13.0,China
Jilin Police College,2,4.0,China
Jilin Open University,2,2.5,China
The 900th Hospital of Joint Logistic Support Force,2,4.5,China
The 8th Medical Center of Chinese PLA General Hospital,2,3.5,China
Jilin Provincial Cancer Hospital,2,10.5,China
Jilin Province FAW General Hospital,2,12.0,China
The Royal Marsden NHS Foundation Trust,2,83.0,Brazil
Lesosibirsk branch of Reshetnev Siberian State University of Science and Technology,2,0.0,Russia
Lester and Sue Smith Breast Center,2,65.5,Germany
Center for Gene Therapy,2,350.5,United States
Jiaxing Vocational and Technical College,2,8.5,China
Liaoning Academy of Agricultural Sciences,2,1.0,China
The Sahlgrenska Academy at Goteborg University,2,33.0,Sweden
Liaoning Cancer Hospital,2,42.0,China
The Royal Brompton Hospital Harefield NHS Trust,2,114.0,Australia
Liaocheng Third People's Hospital,2,3.5,China
The Royal Hospital,2,3.0,Oman
Jianyang People's Hospital,2,1.5,China
Center for Food Safety and Applied Nutrition,2,5.5,United States
Technical Research Institute,2,8.0,South Korea
Italian Institute of Technology,2,4.0,France
Technical University of IASI,2,0.0,Pakistan
Lords Institute of Engineering and Technology,2,9.0,India
Lorestan University of Medical Science,2,5.0,Iran
The Third Medical Center of Chinese PLA General Hospital,2,3.0,China
Technical University of Cluj-Napoca,2,0.5,Jordan
Islamic Azad University of Tehran North Branch,2,11.0,Chile
Longyan First Hospital,2,4.0,China
Islamic University of Lebanon,2,21.0,France
Longyan First Hospital Affiliated to Fujian Medical University,2,3.0,China
Texas A&M Transportation Institute,2,33.0,United States
Longhua Hospital Shanghai University of Traditional Chinese Medicine,2,3.5,China
The Third People’s Hospital of Shenzhen,2,3.0,China
Cambridge University Hospitals Foundation Trust,2,1.5,China
Tashkent institute of textile and light industry,2,0.5,Uzbekistan
Campbell University,2,1.0,Australia
Isfahan University,2,72.0,Australia
Islamia University,2,18.0,China
Islami University,2,17.0,Bangladesh
Islamabad Model College for Girls,2,25.0,China
Loyola Institute of Technology,2,0.0,India
Islamic Azad University Central Tehran Branch,2,5.5,Iran
Longhua Hospital Affiliated to Shanghai University of Traditional Chinese Medicine,2,9.0,China
Center for Medical,2,41.0,Germany
California State University Northridge,2,2.0,India
Center for Nanoscale Materials,2,114.5,China
The Third Central Hospital of Tianjin,2,14.5,China
Center for Molecular Imaging Research,2,39.5,United States
Technology Centre of Catalonia,2,15.0,Spain
Center for Neuroscience and California Regional Primate Research Center,2,1.5,United States
The Third People's Hospital of Qingdao,2,13.0,China
California Pacific Medical Center,2,37.0,China
California Pacific Medical Center Research Institute,2,6.0,United States
The Third People's Hospital of Yunnan Province,2,1.5,China
Ivane Javakhishvili Tbilisi State University,2,10.0,Georgia
Tech University of Korea (TU Korea),2,2.5,Pakistan
Teaching Quality Management and Evaluation Center,2,2.0,China
The Third People's Hospital of Hangzhou,2,13.5,China
Istanbul Topkapi University,2,4.0,Spain
Istanbul Ticaret University,2,38.0,China
Istanbul Okan University,2,6.5,India
Technical University Berlin,2,16.0,France
Technical University,2,8.0,Germany
The Third People Hospital of Chengdu,2,2.0,China
Longgang Central Hospital,2,10.5,Canada
Istanbul University Cerrahpasa Faculty of Medicine,2,4.0,Turkey
The Third Peoples’ Hospital of Changzhou,2,5.0,China
Interuniversity Center for Social Science Theory and Methodology (ICS),2,18.5,Netherlands
Interregional Academy of Personnel Management,2,0.0,Czech Republic
Internet Information Security Centre,2,0.0,China
Ludwig Institute for Cancer Research,2,24.5,Brazil
Ludwig Maximilians University,2,23.0,Austria
Ludwig-Maximilians University,2,12.0,China
International Institute of Tropical Agriculture (IITA),2,15.0,Cameroon
The University of Michigan,2,15.0,United States
International Institute of Information Technology,2,44.5,Australia
The University of Montana,2,73.0,China
Luqman College of Pharmacy,2,19.5,Bangladesh
Loyola University Chicago,2,68.5,Japan
Luoyang Orthopaedic Hospital of Henan Province & Orthopaedic Hospital of Henan Province,2,5.5,China
International Business School,2,2.0,China
Luoyang Orthopedic Hospital of Henan Province (Orthopedic Hospital of Henan Province),2,6.0,China
Anji People’s Hospital,2,4.5,China
Tangdu Hospital,2,8.5,China
Anjos of Assis Veterinary Medicine Centre (CMVAA),2,14.0,Portugal
Ankang Gaoxin Middle School,2,1.5,China
International Center for Neuroscience Research,2,4.0,China
Tan Tock Seng Hospital,2,13.5,Singapore
International Center for Genetic Engineering and Biotechnology,2,171.5,India
Tampere University of Technology,2,24.0,China
Tashkent State Pedagogical University named after Nizami,2,2.0,Iran
Islamiah College (Autonomous),2,34.0,India
Islamia University of Bahawalpur,2,15.0,China
Islamic Azad University Tehran,2,7.0,Iran
The University of Calgary,2,223.5,Australia
Islamic Azad University Science and Research Branch,2,3.5,Brunei (Brunei Darussalam)
Tatung University,2,3.5,China
Tata Memorial Hospital,2,5.5,Germany
Tbilisi State Medical University (TSMU),2,1.5,Georgia
Lovely professional University,2,3.0,India
Loyola Degree College,2,2.5,Germany
Loyola Health Centre,2,5.5,India
International and European Criminal and Procedural Law at the De Haagse Hogenschool-The Hague,2,0.0,Netherlands
The University Of Manitoba,2,0.0,Canada
Louisiana State University System,2,4.0,United States
The Tumor Hospital of Jiamusi,2,2.5,China
Iranian Fisheries Science Research Institute (IFSRI),2,6.5,India
Loudi Center Hospital,2,6.0,China
Loudi Central Hospital of Hunan Province,2,4.0,China
Irrigation Research Center,2,0.0,China
Irkutsk State University,2,0.0,Russia
Lujiang County People's Hospital,2,1.0,China
Tara Government College (A),2,11.5,Ethiopia
International and Inter-University Centre for Nanoscience and Nanotechnology,2,12.5,India
Louisiana State University Health Sciences Center in Shreveport,2,4.5,United States
Lister Hospital,2,5.0,Egypt
Jawaharlal Nehru Technological University Kakinada,2,32.0,India
Jaipuria Institute of Management Noida,2,62.5,India
Linyi Tumor Hospital,2,11.0,China
Atomic Energy Centre,2,34.0,Bangladesh
Atmospheric Sounding Technology Assurance Center of Shanxi Province,2,0.5,China
The Southwest Hospital of Army Medical University,2,3.0,China
Linzi District People’s Hospital,2,17.5,China
The Sixth Institute,2,11.0,China
Atma Jaya Catholic University of Indonesia,2,35.5,Hong Kong
Liyang Hospital of Traditional Chinese Medicine,2,1.5,China
Lodz University of Technology,2,7.0,Poland
The Sixth People's Hospital of Hebei Province,2,1.0,China
Liyang People’s Hospital,2,9.0,China
The Sixth Affiliated Hospital of Guangzhou Medical University,2,12.0,China
The Sixth Affiliated Hospital of Kunming Medical University,2,3.5,China
The Sixth Affiliated Hospital of Sun Yat-sen University,2,29.0,China
Ankara University School of Medicine,2,6.0,Turkey
Atyrau Institute of Oil and Gas,2,0.5,Kazakhstan
Ann & Robert H. Lurie Children’s Hospital of Chicago,2,5.0,China
Liverpool School of Tropical Medicine,2,61.5,Switzerland
Liverpool University,2,1.0,China
JSS Medical College and Hospital,2,10.0,India
Jansons Institute of Technology,2,7.5,India
The Second People’s Hospital of Hefei,2,8.5,China
JiangXi Children’s Hospital,2,20.5,China
Augusta University,2,47.0,Egypt
Jen-Teh Junior College of Medicine,2,13.5,India
The Second People's Hospital of Yibin,2,4.5,China
The Second People's Hospital of Jinan,2,40.0,China
Jeppiaar Institute of Technology,2,44.0,India
Jeppiaar Engineering College,2,25.5,India
Linhai Second People's Hospital,2,5.5,China
Linkoping University,2,11.5,Sweden
Tehran University of MedicalSciences,2,70.5,Canada
The Second People’s Hospital of Yunnan Province,2,8.5,China
The Seventh People’s Hospital of Shanghai University of Traditional Chinese Medicine,2,1.5,China
Linfen Vocational and Technical College,2,9.5,China
Tehran University of Medical Sciences (TUMS),2,58.0,Iran
Jersey Shore University Medical Center,2,33.0,Canada
JiLin University,2,200.0,China
The Shengjing Hospital of China Medical University,2,6.0,China
The Seventh People's Hospital Affiliated to Shanghai University of Traditional Chinese Medicine,2,5.5,China
Jaramogi Odinga University of Science and Technology,2,7.5,India
Jawaharlal Nehru Technological University Anantapur (JNTUA),2,80.5,India
The Seventh Affiliated Hospital of Sun Yat-sen University,2,12.0,China
Temple University Hospital,2,7.5,India
Linnaeus University,2,6.5,Sweden
The Third Affiliated Hospital of Liaoning University of Traditional Chinese Medicine,2,7.0,China
Technical and Vocational University (TVU),2,13.0,China
JNTUA College of Engineering,2,24.0,India
JSS Academy of Higher Education and Research,2,15.0,Australia
JSS Academy of Higher Education & Research,2,47.0,Bangladesh
The Third Affiliated Hospital of Naval Medical University,2,2.0,China
The Third Affiliated Hospital of SUN YAT-SEN University,2,13.5,China
The Third Affiliated Hospital of Shandong Academy of Medical Sciences,2,5.5,China
JPN Apex Trauma Centre,2,10.5,India
Long Dong University,2,13.5,China
Logistics and Engineering University,2,1.0,China
Liverpool University Dental Hospital,2,24.0,United Kingdom
The Third Affiliated Hospital of Kunming Medical University (Yunnan Cancer Hospital),2,5.0,China
London Chest Hospital,2,88.0,New Zealand
Izmar University of Economics,2,1.5,Turkey
Anna University Recognized Research Centre,2,11.5,India
Anna University Regional Campus Madurai,2,15.0,India
Logistics Engineering College,2,5.0,China
Anna University Regional Centre,2,30.0,India
The Third Hospital of Mianyang,2,7.5,Australia
J.N. Medical College,2,4.5,India
Lloyd School of Pharmacy,2,0.5,India
Iwaki Clinic,2,14.0,Japan
Center for Outcomes Studies,2,78.5,Canada
Liverpool University Management School,2,5.0,Botswana
JSS Academy of Higher Education and Research (JSSAHER),2,80.5,Australia
Jacobs University,2,52.0,Germany
Liverpool Women's NHS Foundation Trust,2,31.5,Canada
Jackson State University,2,0.0,United States
Jackson Health System/University of Miami,2,0.0,United States
Ankara Numune Educational and Research Hospital,2,0.5,Turkey
Ankara Numune Training and Research Hospital,2,6.5,Turkey
Ankara Training and Research Hospital,2,3.5,Turkey
Jagiellonian University Medical College,2,9.5,Poland
Liver Center,2,11.0,Japan
JIS College of Engineering,2,7.0,Ethiopia
The Third Affiliated Hospital of Guangzhou University of Chinese Medicine,2,24.5,China
Liver Transplantation and Research Center,2,13.0,China
Ankara Education and Research Hospital,2,26.0,Turkey
Jahrom University of Medical Sciences,2,0.0,Iran
Atomic Energy Centre Dhaka (AECD),2,41.0,Bangladesh
Liuzhou People's Hospital,2,1.5,China
Liuzhou People's Hospital Affiliated to Guangxi Medical University,2,7.5,China
